,composition,Eg (eV)
5596,Na10Ga6Sn3,0.0
5597,YCoO3,0.0
5598,Ta3B4,0.0
5599,LiTm2Rh,0.0
5603,LaIn5Ir,0.0
5604,Sr2Co2O5,0.0
5605,KTa3CuO9.53,0.0
5606,SrRhF6,0.0
5607,Al2Cr2O7,0.0
5608,EuGe3Pt,0.0
5609,NdO2,0.0
5610,CrIrO6,0.0
5611,YRe4Si2,0.0
5612,Pr3Cd,0.0
5614,TmLuPd2,0.0
5615,Ti2NiSe4,0.0
5617,Cr3P,0.0
5619,Mn3PtN,0.0
5620,Cs3V2Cl9,0.0
5624,Li7Ti16O32,0.0
5625,YbSiCu,0.0
5626,Tb2SbO2,0.0
5628,LiHoAu2,0.0
5629,BeGaO3,0.0
5630,NiCO4,0.0
5631,Dy4Sb3,0.0
5632,NaFe2O3,0.0
5633,Lu2AgAu,0.0
5634,Co2O3,0.0
5635,HfAsRh,0.0
5636,Zr5Al3,0.0
5637,Li4Mn5NbO12.12,0.0
5638,Si4Cu15,0.0
5639,Sm2TlHg,0.0
5640,PrBi2O6,0.0
5641,NdTlAg2,0.0
5642,Zr6Al2Ni,0.0
5643,Lu2Fe2Si2C.12,0.0
5644,Ca2TlCd,0.0
5645,VCo,0.0
5646,CsVP2S7.5,0.0
5647,Li2InAg,0.0
5648,Rb2SCl6F.225,0.0
5649,LiNi4O8,0.0
5650,CeP2Pt4,0.0
5651,YbCdHg2,0.0
5652,MnGeRh2,0.0
5653,HgOsPb2,0.0
5654,CeSi2Pd2,0.0
5656,Sr5Cd2Sb5F.63,0.0
5657,Li4Fe7(OF7)2.1,0.0
5658,SmB2Os2,0.0
5659,Cr2P3O11,0.0
5660,Ho4C7,0.0
5663,KUCuSe3.63,0.0
5664,BaIn2Ir,0.0
5666,Gd3Al7Ag2,0.0
5667,Li3Cr(NiO2)4.12,0.0
5670,CoGe,0.0
5671,ErRe2O8,0.0
5672,Gd2Zn6Ge3,0.0
5673,ErLu3,0.0
5674,SrSnP,0.0
5676,Tb3Ni13B2,0.0
5677,Ta2MoOs,0.0
5678,Rb2Na2IrO4.14,0.0
5680,CeAlO3,0.0
5681,SnPt3C,0.0
5683,YNi2P2,0.0
5685,Zr2Ni12P7,0.0
5686,ErCr2Si2,0.0
5687,La4Co3O10,0.0
5688,Sr3ScNiO6.167,0.0
5689,Ni3SnN,0.0
5692,EuClO,0.0
5693,Mn2VSi,0.0
5694,Eu2TeO2,0.0
5695,Sb4Pb4S11,0.0
5696,In3Sb,0.0
5697,LiCu5P3O13.2,0.0
5698,Y3Fe29,0.0
5699,VIr3,0.0
5700,MgSi7Ir3,0.0
5701,CeAsSe,0.0
5703,Cr2NiS4,0.0
5704,Ca5Sb3,0.0
5705,GaTc2W,0.0
5706,Cr2CuS4,0.0
5707,Nd3In,0.0
5708,LiMn(PO4)2.14,0.0
5711,LaCdAg2,0.0
5712,EuScO3,0.0
5713,GdNiO3,0.0
5714,Cu18S11,0.0
5715,Li4MgNi3O8.166,0.0
5716,SmAs2Au,0.0
5717,YFe2Si2,0.0
5718,Ba3YIr2O9.194,0.0
5719,YbCuGe,0.0
5721,DyB2Rh2C.139,0.0
5722,Zr3Si6Cu4,0.0
5725,Gd3Co11B4,0.0
5727,ErSnAu,0.0
5728,Li5Fe6(BO3)6.8,0.0
5729,Li4Fe2Cu3O10.2,0.0
5730,BRh2,0.0
5731,ScBPd3,0.0
5732,CrFeP,0.0
5733,ScAg,0.0
5734,Hf5Sn3,0.0
5735,MgCr,0.0
5736,SmCu2O4,0.0
5737,Sr5Sn3,0.0
5738,Rb3Cu8S6,0.0
5739,Ca3PbN,0.0
5740,AlCu7O12,0.0
5741,Co3Se4,0.0
5742,CeMgNi4,0.0
5743,NaC,0.0
5744,LiErAu2,0.0
5745,Sc3C4,0.0
5746,TiFe2,0.0
5748,Li6FeNi9O20.2,0.0
5751,NbSiIr,0.0
5753,TbMn5Ge3,0.0
5755,Ce3B2(ClO2)3.176,0.0
5756,ThFe2Si2,0.0
5757,KLi(WO3)3.9,0.0
5759,GdZn,0.0
5760,Zn3Cd,0.0
5761,Dy3Ga,0.0
5762,MgCo2S4,0.0
5763,CeSiOs,0.0
5764,Li3Co3SbO8.2,0.0
5766,Co7Mo6,0.0
5767,TcB,0.0
5768,Mg3Ni20P6,0.0
5769,Li2GaPd,0.0
5770,H2Se,0.0
5771,Li4V5Cu3O16.8,0.0
5772,CeMn2Ge2,0.0
5773,EuZn2Si2,0.0
5774,Sc7CI12,0.0
5775,NdTiGe,0.0
5780,CaAgF5,0.0
5781,Mn3PdN,0.0
5782,Si2Pd9,0.0
5783,Pr27Se40,0.0
5784,Tb10B7C10,0.0
5786,ThFe2SiC.63,0.0
5787,Ba3CaIr2O9.164,0.0
5788,Dy2MgIn,0.0
5789,Li2Ni3TeO8.186,0.0
5791,VTe2,0.0
5792,ErAl9(Fe2Si3)2.137,0.0
5793,Ti5Zn4(TeO6)3.15,0.0
5794,NdZn2Ag,0.0
5795,HoZnRh2,0.0
5797,Li8PO3,0.0
5798,UGa3Ni,0.0
5799,ZrCd,0.0
5800,Pm2CuGe,0.0
5803,Pr9Sb5O5,0.0
5804,Al9Co2,0.0
5805,Ta2TlO6,0.0
5806,LiCuPO4.15,0.0
5807,LiTaRh2,0.0
5809,Zn2WN2,0.0
5810,ErTlPd,0.0
5811,RbBr3,0.0
5812,LuAlAg2,0.0
5813,CsNi2F6,0.0
5815,CrCo2Bi,0.0
5816,DyNiGe2,0.0
5817,CaPb,0.0
5818,PrB2Ru2,0.0
5819,La10Mn9O30,0.0
5820,BaZn(MoO2)4.162,0.0
5821,BaGe3Pt,0.0
5822,CaGaAu3,0.0
5824,TaTiFe2,0.0
5827,Mg32Al36Ag13,0.0
5828,SrLi2Sn,0.0
5829,CaAu5,0.0
5830,U2Cl5O2,0.0
5831,Gd3ReO7,0.0
5832,HoAlB14,0.0
5833,Nb2Cr4Si5,0.0
5834,LaNi12B6,0.0
5835,MgSbPt,0.0
5836,Li3Ti2(PO4)3.12,0.0
5838,MnGaNi2,0.0
5840,SmInAu,0.0
5841,Li2FeWO6.146,0.0
5842,Li2Fe3CoO8.4,0.0
5843,Ca3Zr17O37,0.0
5844,HfAlPd2,0.0
5845,Ce3TaO7,0.0
5847,KAgO,0.0
5848,Li5Mn6(BO3)6.8,0.0
5850,YTi4(CuO4)3.204,0.0
5851,Cu9S5,0.0
5852,Eu2Ge(BO4)2.60,0.0
5853,SrN2,0.0
5854,CrFe2Se4,0.0
5855,TiAsRh,0.0
5856,BaCaSn3,0.0
5858,KH(CN2)3.2,0.0
5860,PrNiGe2,0.0
5861,Yb2Zn3Ge3,0.0
5862,SmPbAu,0.0
5864,LuSi2Os2,0.0
5865,Yb14Ti10O41,0.0
5866,Ba2CaOsO6.225,0.0
5870,Te4MoW3S4.156,0.0
5872,NiAsO3,0.0
5873,LaMg3,0.0
5874,CePrO2,0.0
5875,LuU2S3O2.139,0.0
5876,Ti9O8,0.0
5877,LiSiPd2,0.0
5878,LuSi2Ni,0.0
5879,Zr3Al2,0.0
5880,VP4,0.0
5881,Sm2TlZn,0.0
5883,MgZn2,0.0
5884,GdSe2,0.0
5885,Li4NbNi3O8.166,0.0
5887,MnGePd,0.0
5888,ThBi2,0.0
5889,Yb2BaO4,0.0
5890,KBi2,0.0
5892,UCr4C4,0.0
5893,Rb6O,0.0
5894,KTi5Se8,0.0
5895,RbIn4,0.0
5896,Rb15Hg16,0.0
5897,CrFe2Sb,0.0
5898,Fe9Co7,0.0
5899,TeWCl9,0.0
5900,LuAu,0.0
5902,Ce2S2O,0.0
5903,Yb2SmS4,0.0
5904,MnS,0.0
5905,UGa5Ir,0.0
5906,DyCd2,0.0
5907,ZrGaPt,0.0
5908,CoOF,0.0
5909,Ti2MnFe,0.0
5910,KScO3,0.0
5913,Ca2MnAlO5.46,0.0
5914,UGa2,0.0
5915,Li7Ca8Nb12O40.1,0.0
5916,Li4Mn5Ni3O16.8,0.0
5918,BaTl(MoO3)2.8,0.0
5919,Ta2TiN3,0.0
5920,UB4H16,0.0
5922,Al2Cu,0.0
5924,Y4C7,0.0
5925,NiN,0.0
5928,Er2MnC4,0.0
5929,Mn2GeS4,0.0
5930,NdGaO3,0.0
5932,Ca2Sn2F3,0.0
5933,CaNi4O6,0.0
5934,Ca3Au,0.0
5935,EuCl3O12,0.0
5936,Nd2WC2,0.0
5937,Na3UF7,0.0
5938,Tb2In16Pt7,0.0
5939,HfV2Ga4,0.0
5940,TbSe2,0.0
5941,YTi2Ga4,0.0
5942,ReTe2Cl12,0.0
5945,La8Mn7O24,0.0
5946,VNi2,0.0
5947,Ta2PtSe7,0.0
5948,LaBiAu2,0.0
5949,BaTh3,0.0
5951,Tm5Ti5O17,0.0
5952,Nd2Ni7P4,0.0
5953,LiY2Ru,0.0
5954,U2AlCo2,0.0
5955,NdIn5Rh,0.0
5956,Li3Co4TeO8.12,0.0
5957,Li3Mn2(PO4)3.12,0.0
5958,ThAsSe,0.0
5959,V3CrO10,0.0
5960,YbSmRh2,0.0
5961,RbVP2S7.5,0.0
5962,Yb2MgSe4,0.0
5963,NdAl7Au3,0.0
5964,Ta4AlC3,0.0
5965,Li3Cu4O4,0.0
5966,NbCl4O2,0.0
5967,TbYHg2,0.0
5968,ZrAlPt,0.0
5969,Sr10Al4Si6O.71,0.0
5970,Li4Mn5Cu3O16.8,0.0
5971,EuBi3,0.0
5972,Mn2AlB2,0.0
5973,Li4Co5SbO12.12,0.0
5974,BaLi4,0.0
5975,CaGe2Rh2,0.0
5976,Ti5B12O26,0.0
5977,TmCo2Si2,0.0
5978,MnSb2O6,0.0
5979,TlCu6S4,0.0
5980,Cu4As2O9,0.0
5981,CuClO2,0.0
5982,U6Co,0.0
5983,Yb4Sb3,0.0
5985,LuScRu2,0.0
5986,TlTe,0.0
5987,NaTl,0.0
5989,TiHgO3,0.0
5990,TlFeI3,0.0
5991,Li3Mn4(PO4)6.2,0.0
5992,TbCl,0.0
5993,Nd2ZnGa,0.0
5994,Sr6Nb7O21,0.0
5995,V4ZnO8,0.0
5997,Cs2SCl6F.225,0.0
5998,Ce3NbS3O4.55,0.0
5999,NbHO3,0.0
6000,YbTbRh2,0.0
6001,EuSeClO3.62,0.0
6002,EuNiGe3,0.0
6003,Eu2PBr,0.0
6004,CaCdSi,0.0
6006,Li4Ni2(PO4)3.2,0.0
6007,SmHoHg2,0.0
6008,PrAl3Ni2,0.0
6009,Bi4I,0.0
6010,HPbI3,0.0
6011,Ti4NiBi2,0.0
6012,Zr2Se,0.0
6013,SnB,0.0
6014,InAg3,0.0
6015,Tm2MgRu,0.0
6018,Li2MgHg,0.0
6019,LiFe2(PO4)3.1,0.0
6020,Cu2OF2,0.0
6021,Tl2Mo7O22,0.0
6022,Li6FeO5F.1,0.0
6023,YSi2,0.0
6024,SmMg3,0.0
6026,Na2V6O13,0.0
6027,NdNi2Sn2,0.0
6028,Dy2CdPd2,0.0
6029,CeOs2,0.0
6030,ScRh3C,0.0
6031,Re5Ni2As12,0.0
6032,P2H4RhO9.5,0.0
6033,LiLu2Ga,0.0
6035,MnB2W2,0.0
6036,CeCdAu2,0.0
6037,ZrAlW,0.0
6038,CaIrO3,0.0
6040,Pr4MgRu,0.0
6041,MnNbO4,0.0
6042,NaCdO3,0.0
6044,Lu2TlAg,0.0
6045,PrSbPt,0.0
6047,LiScHg2,0.0
6048,Cu3P4O14,0.0
6049,Ni2Mo4C,0.0
6051,Pm2NiRh,0.0
6052,Sr2YBi2O7.46,0.0
6053,La16Mn15O48,0.0
6054,CrCoGe,0.0
6055,NaCeS2,0.0
6056,YSiNi,0.0
6057,ZrPd2,0.0
6058,GeW6O18,0.0
6059,NdBRh3,0.0
6061,Li4Co3CuO8.166,0.0
6062,Mg5Tl2,0.0
6063,LaGa3Pd2,0.0
6064,Co7Re17O48,0.0
6065,Sm3Sc,0.0
6066,Al7C3N3,0.0
6067,NdScGe,0.0
6068,Mg3Ru2,0.0
6069,GdZnIn,0.0
6070,Mg2V9O13,0.0
6071,TiBr2,0.0
6072,CuMoO4,0.0
6073,Li4Ti5Cr3O16.8,0.0
6074,CaIn2Ir,0.0
6075,HfC,0.0
6076,YbSi2Rh2,0.0
6077,BaAg2,0.0
6078,Pr5Si4,0.0
6079,Zr5SiSb3,0.0
6080,CsTiF4,0.0
6081,ScCoGe2,0.0
6082,Mg3Tl,0.0
6083,ErHg2,0.0
6085,Er3Al3NiGe2.189,0.0
6087,LiMn4O8,0.0
6089,YbAg2,0.0
6090,ZrB2,0.0
6091,PrZn,0.0
6092,YbNdAg2,0.0
6094,Tm2Ga10Os3,0.0
6095,CeMn2Si2,0.0
6097,YbIn4Rh,0.0
6098,YbBaSn3,0.0
6099,Re2W3C,0.0
6100,Li8IrO6,0.0
6101,TiReN3,0.0
6102,SrZr2Nb,0.0
6103,Tl9SbSe6,0.0
6105,Mn5As4,0.0
6106,EuTiClO3.12,0.0
6107,Dy7In(CoGe3)4.83,0.0
6108,Te2Mo3Se4,0.0
6109,CeSiI,0.0
6110,SmSiCu,0.0
6111,K8N3O,0.0
6112,La3Re2O10,0.0
6113,Sb2I2F11,0.0
6114,Tb2Li6O7,0.0
6115,BaSn3,0.0
6116,Y3Fe62B14,0.0
6117,Eu2C(NO)2.164,0.0
6118,KBiO3,0.0
6119,Tb11S16,0.0
6120,HoTh3,0.0
6121,Tm4In(NiGe2)2.12,0.0
6122,SrIn2,0.0
6123,Ca3TlN,0.0
6125,Mg5As,0.0
6126,ZnCo2O4,0.0
6128,MgNiSb,0.0
6130,Ca5Sn4S13,0.0
6131,KC60,0.0
6132,TiMn2Al,0.0
6134,LuIr,0.0
6135,EuAlO3,0.0
6136,Sr2HoRuO6.14,0.0
6137,TlMo3Se3,0.0
6138,SiW3,0.0
6139,LaSn3Ru,0.0
6140,MgTi4O6,0.0
6143,Er2SnAu2,0.0
6144,EuRhO3,0.0
6145,Li3Co2(GeO4)3.230,0.0
6146,NdCrGe3,0.0
6147,Fe6W6C,0.0
6148,SrCdSi,0.0
6149,MgPb3,0.0
6150,CuPO4F.2,0.0
6151,UCuP2,0.0
6152,Li2NdAs2,0.0
6154,HfInCu2,0.0
6155,Eu3BWO9.173,0.0
6156,Li2SnIr,0.0
6157,DyCo2Ge2,0.0
6159,AsPd3Pb2,0.0
6160,Zr3Ag,0.0
6161,ZrTe,0.0
6162,RbB5(H2O3)4.41,0.0
6164,Li4Mn3Cr3O12.22,0.0
6165,V3SiNi2,0.0
6167,Hf2Ni,0.0
6168,Mo5As4,0.0
6169,V3Re,0.0
6170,Yb2Ge2Ir,0.0
6171,TbBaMn2O6.51,0.0
6172,Cu2Hg2SF6.227,0.0
6174,U2TeN2,0.0
6175,KCo2Se2,0.0
6176,KCoO2,0.0
6177,Na2UI6,0.0
6179,Te4Mo(WS)2.187,0.0
6180,Mn2P,0.0
6181,YbMn2O5,0.0
6183,CeH3O3,0.0
6184,PrErIn2,0.0
6185,YAl8Cu4,0.0
6186,Al2FeNi,0.0
6189,Yb8Ge3Sb5,0.0
6190,K3Sn,0.0
6191,Li2V3CrO8.166,0.0
6194,Lu4C7,0.0
6195,MnSbRh2,0.0
6196,ZrInPd2,0.0
6197,Ba2BiSbO6.2,0.0
6198,ScTiO3,0.0
6200,Cu4H10SO12.7,0.0
6201,LaCdAu,0.0
6202,CuF,0.0
6203,CeMgPt,0.0
6204,PmGaAu2,0.0
6205,TmAl4Ni,0.0
6206,Li4Co2Ni3O10.10,0.0
6207,Zr3NiO,0.0
6208,TmU2S3O2.139,0.0
6209,CrH9(CN2)3.2,0.0
6210,Li15Fe4O16,0.0
6211,Li15Mn2O12,0.0
6212,Mo2NCl8,0.0
6213,Pd2N,0.0
6214,PrBPt4,0.0
6215,Li2TlAg,0.0
6216,Ce4Si3Rh4,0.0
6217,YSi2Rh2,0.0
6218,Ca2CuWO6.14,0.0
6219,Mn2Nb,0.0
6221,Ni7P8O28,0.0
6222,MgRh2Pb,0.0
6223,MgCuBi,0.0
6225,SrSiPd,0.0
6226,Ba2CoWO6.225,0.0
6227,Lu3TlC,0.0
6228,LaGeI,0.0
6230,LiZrRh2,0.0
6231,HoSiRu2C.63,0.0
6232,Li4TiCr3O8.166,0.0
6234,LaRe2Ag,0.0
6235,MnFeCoGe.216,0.0
6236,AlNi20B14,0.0
6238,Ca2Os2O7,0.0
6239,TmMnGe,0.0
6240,LiMn2(PO4)2.29,0.0
6241,Mn3NbO8,0.0
6242,Ba5Bi3,0.0
6243,Ti3Be,0.0
6244,DyBPd3,0.0
6245,Tm2CdHg,0.0
6246,SnAs3,0.0
6247,ThS,0.0
6248,MgPt5,0.0
6249,SrIn2Ir,0.0
6251,Li5Cr2Ni5O12.5,0.0
6252,Ba4Sm2Cu2O9.118,0.0
6253,K3V,0.0
6254,NdTlPd,0.0
6255,LiSn(PO3)4.134,0.0
6259,EuSn3,0.0
6260,TlCoMo2,0.0
6261,TbNi5,0.0
6262,Bi2Pd3S2,0.0
6263,Yb2Sn,0.0
6265,Rb3Tm,0.0
6266,EuTiO3,0.0
6267,ErFeC2,0.0
6268,MnAs,0.0
6270,Ho2B4C,0.0
6271,Cs2NaMgF6.225,0.0
6272,Ho10Si17,0.0
6273,ThCrB4,0.0
6274,TbIn2Ni,0.0
6275,Li3FeNi3O8.186,0.0
6277,TmH2,0.0
6278,U2Cu2As3O.129,0.0
6280,Y2U3O11,0.0
6281,Nd3AlC,0.0
6284,Ce5Ge3,0.0
6285,Pr2InGe2,0.0
6286,LiPr2Ru,0.0
6287,NbCrN,0.0
6288,V3Ag,0.0
6289,ScBe5,0.0
6291,HoMn12,0.0
6292,Sc3Fe2Si3,0.0
6293,MnInCu2,0.0
6294,CePd5,0.0
6295,La2PI2,0.0
6296,LuAg2,0.0
6299,ScZnNi2,0.0
6300,TaInNi,0.0
6302,YbGa2Pd,0.0
6304,HoZnRh,0.0
6307,LaGa,0.0
6308,ScCdHg2,0.0
6309,Ta5N6,0.0
6310,Li2Lu3Ge3,0.0
6311,U3Cu2Se7,0.0
6312,TmMgCd2,0.0
6313,YbLiPb,0.0
6314,Yb2KF7,0.0
6315,Li2V2F7,0.0
6316,Li3Mn(CuO3)2.12,0.0
6318,YbAl4Mo2,0.0
6319,K2NbO6,0.0
6320,Cu11Sb4S13,0.0
6321,Dy2Ge3Pt9,0.0
6322,Li2V3FeO8.8,0.0
6323,HoTlPd,0.0
6324,CeAl3Ni2,0.0
6325,MnSiNi2,0.0
6326,LiGeRh2,0.0
6327,Li2MnNi3O8.166,0.0
6328,K3Fe2S4,0.0
6330,GdSb,0.0
6331,Gd3S4,0.0
6332,In3Bi7(Pb2S9)2.11,0.0
6333,LiInAg2,0.0
6334,Lu2FeS4,0.0
6335,Li2PrIn,0.0
6339,EuCaO2,0.0
6340,NdAs2Pd2,0.0
6341,Bi2P3O12,0.0
6342,SrCe2Se4,0.0
6343,TlZn2Tc,0.0
6344,Sc14Cu14O37,0.0
6345,Co2Ge,0.0
6346,Li3Fe(SbO3)4.1,0.0
6347,ZrIr2,0.0
6349,Tm2MgTl,0.0
6350,Nb5Ga4,0.0
6353,CeZnPO.166,0.0
